,date,year,month,day,time,hour,minute,latitude,longitude,material_at_origin,land_use_at_origin,size,suppressed_by,suppressing_agency,facility_identification,other_companies,voltage_volts_,equipment_involved_with_ignition,type,was_there_an_outage,date_1,time_1,suspected_initiating_event,equipment_facility_failure,contact_from_object,facility_contacted,contributing_factor,unnamed_23,material_at_origin_comments,voltage
240,7/27/2018,2018,7,27,12:23:12 AM,0,23,37.180044,-122.029026,Vegetation,Rural,< 3 meters,Fire Agency,Jeremy Wise 408-378-4010  Incident # C182080066,100518365,Unknown,12000,Conductor,Overhead,Yes,7/27/2018 0:00,23:12:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
241,7/28/2018,2018,7,28,12:06:51 AM,0,6,38.7472933,-120.7865783,Vegetation,Rural,< 3 meters,Fire Agency,Unknown,101418155,AT&T,21000,Conductor,Overhead,Yes,7/28/2018 0:00,6:51:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
242,7/28/2018,2018,7,28,12:08:47 AM,0,8,37.880202,-122.080409,Vegetation,Urban,< 0.25 Acres,Unknown,N.A. ,100493058,Yes,12000,Conductor,Overhead,Yes,7/28/2018 0:00,8:47:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
243,7/29/2018,2018,7,29,12:11:39 AM,0,11,39.096845,-123.5017933,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Unknown,102177329,Unknown,12000,Conductor,Overhead,Yes,7/29/2018 0:00,11:39:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
244,7/29/2018,2018,7,29,12:17:29 AM,0,17,38.5777217,-120.8555817,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,101383255,AT&T,0 – 750,Conductor,Overhead,Yes,7/29/2018 0:00,17:29:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
245,7/30/2018,2018,7,30,12:07:49 AM,0,7,37.736971,-122.187753,Building,Urban,Structure Only ,Unknown,N.A. ,103753582,Unknown,21000,Conductor,Overhead,Yes,7/30/2018 0:00,7:49:00,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,third-party caused,,
246,7/30/2018,2018,7,30,12:08:50 AM,0,8,40.10641,-123.71382,Vegetation,Rural,.26 - 9.99 Acres,Unknown,N.A. ,100986799,Unknown,12000,Conductor,Overhead,Yes,7/30/2018 0:00,8:50:00,Equipment/ Facility Failure,crossarm,N.A.,N.A.,Unknown,,,
247,7/30/2018,2018,7,30,12:14:36 AM,0,14,38.198749,-120.363822,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,NICK WEBB ( 209) 532-7424,103336176,Unknown,17000,Conductor,Overhead,Yes,7/30/2018 0:00,14:36:00,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,PG&E contractor,,
248,7/30/2018,2018,7,30,12:22:01 AM,0,22,36.39416,-120.93401,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,101733550,Unknown,21000,Conductor,Overhead,Yes,7/30/2018 0:00,22:01:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
249,7/31/2018,2018,7,31,12:07:07 AM,0,7,37.82118,-121.44998,Vegetation,Rural,< 0.25 Acres,Unknown,N.A. ,102065265,Unknown,12000,Conductor,Overhead,Yes,7/31/2018 0:00,7:07:00,Equipment/ Facility Failure,Pole,N.A.,N.A.,Unknown,,,
250,7/31/2018,2018,7,31,12:07:57 AM,0,7,38.95586,-122.72744,Vegetation,Rural,< 0.25 Acres,Unknown,N.A. ,102162351,AT&T,12000,Conductor,Overhead,Yes,7/31/2018 0:00,7:57:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
251,7/31/2018,2018,7,31,12:11:01 AM,0,11,40.133201,-122.224395,Vegetation,Rural,< 0.25 Acres,Unknown,N.A. ,103133510,Unknown,0 – 750,Conductor,Overhead,Yes,7/31/2018 0:00,11:01:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
252,8/1/2018,2018,8,1,12:17:58 AM,0,17,38.915506,-122.798958,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,102156435,Unknown,12000,Conductor,Overhead,Yes,8/1/2018 0:00,17:58:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
253,8/1/2018,2018,8,1,12:19:06 AM,0,19,40.820223,-124.183453,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,100968544,AT&T,12000,Conductor,Overhead,Yes,8/1/2018 0:00,19:06:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
254,8/2/2018,2018,8,2,12:09:48 AM,0,9,39.476797,-121.539453,Vegetation,Rural,< 3 meters,Fire Agency,Unknown,100370637,Unknown,12000,Conductor,Overhead,Yes,8/2/2018 0:00,9:48:00,Contact From Object,N.A.,Vehicle,Pole,Human Error,third-party caused,,
255,8/2/2018,2018,8,2,12:15:54 AM,0,15,38.9324,-122.7492,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,kelsey cobb station 707-2794924  kits incident,102162100,Unknown,12000,Conductor,Overhead,Yes,8/2/2018 0:00,15:54:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
256,8/2/2018,2018,8,2,12:17:34 AM,0,17,37.050245,-120.5411817,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,101114879,None,12000,Conductor,Overhead,Yes,8/2/2018 0:00,17:34:00,Vandalism/Theft,N.A.,N.A.,N.A.,Human Error,gun-shot conductor,,
257,8/2/2018,2018,8,2,12:20:27 AM,0,20,38.1513,-121.07777,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,102072797,AT&T,21000,Conductor,Overhead,Yes,8/2/2018 0:00,20:27:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
258,8/3/2018,2018,8,3,12:00:09 AM,0,0,36.986869,-120.05966,Vegetation,Urban,< 0.25 Acres,Fire Agency,Madera County ,101225773,AT&T,0 – 750,Conductor,Overhead,Yes,8/3/2018 0:00,0:09:00,Equipment/ Facility Failure,Insulator,N.A.,N.A.,Unknown,,,
259,8/3/2018,2018,8,3,12:09:45 AM,0,9,40.49884,-121.83815,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,ZEIGGLER,101492431,Frontier,12000,Conductor,Overhead,Yes,8/3/2018 0:00,9:45:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
260,8/3/2018,2018,8,3,12:16:13 AM,0,16,37.876503,-122.088778,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,VIC MASSENKOFF 925-941-3541     CASE # 18-79509,100491885,None,12000,Conductor,Overhead,Yes,8/3/2018 0:00,16:13:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
261,8/3/2018,2018,8,3,12:19:19 AM,0,19,35.43857,-118.7968517,Vegetation,Rural,< 3 meters,Fire Agency,CAL FIRE,100203794,AT&T,12000,Conductor,Overhead,Yes,8/3/2018 0:00,19:19:00,Contact From Object,N.A.,Other,Electric Facility,Human Error,helicopter,,
262,8/3/2018,2018,8,3,12:19:51 AM,0,19,38.665466,-121.784318,Vegetation,Urban,< 3 meters,Fire Agency,Woodland FD  ,101607437,Unknown,12000,Conductor,Overhead,Yes,8/3/2018 0:00,19:51:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
263,8/4/2018,2018,8,4,12:06:21 AM,0,6,37.27405,-120.63362,Vegetation,Rural,< 3 meters,Unknown,N.A. ,101145547,Unknown,12000,Conductor,Overhead,Yes,8/4/2018 0:00,6:21:00,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
264,8/4/2018,2018,8,4,12:07:22 AM,0,7,37.975608,-122.553739,Building,Urban,Structure Only ,Fire Agency,ROSS VALLEY,102241252,AT&T,12000,Conductor,Overhead,Yes,8/4/2018 0:00,7:22:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
265,8/4/2018,2018,8,4,12:14:33 AM,0,14,38.926199,-121.4209,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Unknown,100034761,AT&T,12000,Conductor,Overhead,Yes,8/4/2018 0:00,14:33:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
266,8/4/2018,2018,8,4,12:17:18 AM,0,17,37.0472083,-122.0329383,Vegetation,Urban,< 0.25 Acres,Fire Agency,Unknown,101798912,AT&T,21000,Conductor,Overhead,Yes,8/4/2018 0:00,17:18:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
267,8/5/2018,2018,8,5,12:13:40 AM,0,13,37.31777,-121.857538,Vegetation,Urban,< 0.25 Acres,Fire Agency,San Jose FD,103542217,Unknown,0 – 750,Conductor,Overhead,Yes,8/5/2018 0:00,13:40:00,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,third-party caused,,
268,8/5/2018,2018,8,5,12:13:56 AM,0,13,37.400545,-119.7532,Vegetation,Rural,10 - 99 Acres,Fire Agency,JIM FORGA 209-966-3621,101017235,Unknown,12000,Conductor,Overhead,Yes,8/5/2018 0:00,13:56:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
269,8/6/2018,2018,8,6,12:17:27 AM,0,17,39.3361,-121.59815,Vegetation,Rural,< 3 meters,Unknown,N.A. ,100393693,Yes,12000,Conductor,Overhead,Yes,8/6/2018 0:00,17:27:00,Contact From Object,N.A.,Vehicle,Pole,Human Error,third-party caused,,
270,8/7/2018,2018,8,7,12:09:47 AM,0,9,38.655605,-121.0225933,Vegetation,Urban,< 3 meters,Fire Agency,CAL FIRE,103902317,AT&T,21000,Conductor,Overhead,Yes,8/7/2018 0:00,9:47:00,Unknown,N.A.,N.A.,N.A.,Unknown,,,
271,8/7/2018,2018,8,7,12:10:19 AM,0,10,38.10522,-120.49777,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,101282323,Unknown,17000,Lightning Arrestor,Overhead,Yes,8/7/2018 0:00,10:19:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
272,8/7/2018,2018,8,7,12:15:22 AM,0,15,36.7989483,-119.76457,Vegetation,Urban,< 0.25 Acres,Fire Agency,Unknown,103278630,Unknown,0 – 750,Conductor,Overhead,Yes,8/7/2018 0:00,15:22:00,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,PG&E contractor,,
273,8/7/2018,2018,8,7,12:15:46 AM,0,15,40.44652,-122.445975,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,101464611,Unknown,0 – 750,Conductor,Overhead,Yes,8/7/2018 0:00,15:46:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
274,8/7/2018,2018,8,7,12:17:15 AM,0,17,37.118119,-122.109267,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,101670606,AT&T,12000,Conductor,Overhead,Yes,8/7/2018 0:00,17:15:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
275,8/7/2018,2018,8,7,12:21:03 AM,0,21,38.212933,-120.918357,Vegetation,Rural,< 0.25 Acres,Unknown,N.A. ,102042811,Unknown,12000,Conductor,Overhead,Yes,8/7/2018 0:00,21:03:00,Equipment/ Facility Failure,Transformer,N.A.,N.A.,Unknown,,,
276,8/8/2018,2018,8,8,12:10:03 AM,0,10,40.793333,-124.024166,Vegetation,Rural,< 0.25 Acres,Fire Agency,CHIEF,100983089,Unknown,12000,Conductor,Overhead,Yes,8/8/2018 0:00,10:03:00,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,third-party caused,,
277,8/8/2018,2018,8,8,12:16:02 AM,0,16,36.47034,-121.714289,Vegetation,Rural,< 3 meters,Customer,N.A. ,103910535,None,12000,Conductor,Overhead,Yes,8/8/2018 0:00,16:02:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
278,8/8/2018,2018,8,8,12:16:03 AM,0,16,37.2973867,-122.2650667,Vegetation,Rural,< 3 meters,Utility: PG&E,N.A. ,100307515,Unknown,12000,Conductor,Overhead,Yes,8/8/2018 0:00,16:03:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
279,8/10/2018,2018,8,10,12:12:54 AM,0,12,38.7990217,-120.7299717,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,101386272,AT&T,12000,Conductor,Overhead,Yes,8/10/2018 0:00,12:54:00,Contact From Object,N.A.,Vehicle,Pole,Human Error,third-party caused,,
280,8/10/2018,2018,8,10,12:15:39 AM,0,15,38.20251,-122.1578933,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,103697205,Unknown,12000,Conductor,Overhead,Yes,8/10/2018 0:00,15:39:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
281,8/10/2018,2018,8,10,12:19:18 AM,0,19,35.765235,-120.31365,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,18ca-slu-008722 dennis 805 543 4244,101876421,Unknown,21000,Conductor,Overhead,Yes,8/10/2018 0:00,19:18:00,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
282,8/10/2018,2018,8,10,12:20:18 AM,0,20,39.20932,-121.06149,Vegetation,Urban,< 0.25 Acres,Fire Agency,Unknown,100075517,AT&T,12000,Conductor,Overhead,Yes,8/10/2018 0:00,20:18:00,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
283,8/11/2018,2018,8,11,12:16:58 AM,0,16,38.195247,-120.675781,Vegetation,Rural,< 0.25 Acres,Fire Agency,DON YOUNG,101250814,Unknown,12000,Conductor,Overhead,Yes,8/11/2018 0:00,16:58:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
284,8/12/2018,2018,8,12,12:11:42 AM,0,11,35.6326533,-119.254455,Vegetation,Rural,< 0.25 Acres,Unknown,N.A. ,100140952,None,12000,Conductor,Overhead,Yes,8/12/2018 0:00,11:42:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
285,8/12/2018,2018,8,12,12:14:46 AM,0,14,38.64428,-120.921145,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,101410516,Unknown,21000,Conductor,Overhead,Yes,8/12/2018 0:00,14:46:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
286,8/13/2018,2018,8,13,12:15:11 AM,0,15,37.88318,-121.24832,Vegetation,Rural,< 3 meters,Unknown,N.A. ,102137301,Unknown,12000,Conductor,Overhead,Yes,8/13/2018 0:00,15:11:00,Contact From Object,N.A.,Vehicle,Pole,Human Error,third-party caused,,
287,8/13/2018,2018,8,13,12:15:33 AM,0,15,38.708,-120.96247,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,101377799,Unknown,21000,Conductor,Overhead,Yes,8/13/2018 0:00,15:33:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
288,8/13/2018,2018,8,13,12:18:43 AM,0,18,36.22648,-121.11113,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,101729151,Unknown,12000,Conductor,Overhead,Yes,8/13/2018 0:00,18:43:00,Equipment/ Facility Failure,Fuse,N.A.,N.A.,Unknown,,,
289,8/14/2018,2018,8,14,12:06:43 AM,0,6,40.68604,-122.14102,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,j.t. zulliger  530-225-2420,103379843,Unknown,12000,Conductor,Overhead,Yes,8/14/2018 0:00,6:43:00,Equipment/ Facility Failure,Fuse,N.A.,N.A.,Unknown,,,
290,8/14/2018,2018,8,14,12:15:18 AM,0,15,36.96557,-121.86813,Vegetation,Urban,< 0.25 Acres,Fire Agency,Unknown,103128221,AT&T,21000,Conductor,Overhead,Yes,8/14/2018 0:00,15:18:00,Contact From Object,N.A.,Vehicle,Pole,Human Error,third-party caused,,
291,8/14/2018,2018,8,14,12:15:46 AM,0,15,38.08782,-122.60016,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,103916882,Verizon,0 – 750,Conductor,Overhead,Yes,8/14/2018 0:00,15:46:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
292,8/17/2018,2018,8,17,12:09:38 AM,0,9,40.29968,-122.33216,Vegetation,Rural,< 0.25 Acres,Fire Agency,chief,101509747,AT&T,12000,Conductor,Overhead,Yes,8/17/2018 0:00,9:38:00,Contact From Object,N.A.,Vehicle,Pole,Human Error,third-party caused,,
293,8/17/2018,2018,8,17,12:17:18 AM,0,17,37.52577525,-121.9698355,Vegetation,Urban,< 3 meters,Self Extinguished,N.A. ,100946234,AT&T,0 – 750,Conductor,Overhead,Yes,8/17/2018 0:00,17:18:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
294,8/18/2018,2018,8,18,12:06:15 AM,0,6,38.402626,-121.963477,Vegetation,Urban,< 0.25 Acres,Unknown,N.A. ,Twr 2/18,None,115000,Conductor,Overhead,Yes,8/18/2018 0:00,6:15:00,Equipment/ Facility Failure,Insulator,N.A.,N.A.,Unknown,,,
295,8/20/2018,2018,8,20,12:05:26 AM,0,5,37.133394,-121.628202,Vegetation,Urban,< 0.25 Acres,Fire Agency,Unknown,103560218,Unknown,21000,Capacitor Bank,Overhead,Yes,8/20/2018 0:00,5:26:00,Equipment/ Facility Failure,Capacitor Bank,N.A.,N.A.,Unknown,,,
296,8/20/2018,2018,8,20,12:09:34 AM,0,9,39.801383,-121.581333,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,100400441,Unknown,12000,Conductor,Overhead,Yes,8/20/2018 0:00,9:34:00,Contact From Object,N.A.,Other,Electric Facility,Human Error,PG&E contractor,,
297,8/20/2018,2018,8,20,12:10:06 AM,0,10,37.032596,-120.405871,Vegetation,Rural,.26 - 9.99 Acres,Self Extinguished,N.A. ,101090947,Unknown,12000,Lightning Arrestor,Overhead,Yes,8/20/2018 0:00,10:06:00,Equipment/ Facility Failure,Lightning Arrestor,N.A.,N.A.,Unknown,,,
298,8/21/2018,2018,8,21,12:00:23 AM,0,0,37.06248,-120.05214,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,103117111,Unknown,17000,Conductor,Overhead,Yes,8/21/2018 0:00,0:23:00,Unknown,N.A.,N.A.,N.A.,Unknown,,,
299,8/21/2018,2018,8,21,12:10:13 AM,0,10,38.697207,-120.888963,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,101385436,Unknown,12000,Conductor,Overhead,Yes,8/21/2018 0:00,10:13:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
300,8/22/2018,2018,8,22,12:17:24 AM,0,17,37.951908,-120.310328,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,101030620,Unknown,17000,Conductor,Overhead,Yes,8/22/2018 0:00,17:24:00,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,dampeners,,
301,8/22/2018,2018,8,22,12:21:56 AM,0,21,39.042513,-120.969456,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,100024728,Verizon,12000,Conductor,Overhead,Yes,8/22/2018 0:00,21:56:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
302,8/23/2018,2018,8,23,12:14:23 AM,0,14,34.6080483,-120.1937017,Vegetation,Urban,< 3 meters,Fire Agency,Unknown,101917609,Unknown,12000,Conductor,Overhead,Yes,8/23/2018 0:00,14:23:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
303,8/23/2018,2018,8,23,12:16:06 AM,0,16,36.734875,-120.1107117,Vegetation,Rural,< 3 meters,Fire Agency,TRUCK 21 MENDOZA (559)621-4181,103258579,Unknown,12000,Conductor,Overhead,Yes,8/23/2018 0:00,16:06:00,Contact From Object,N.A.,Vehicle,Electric Facility,Human Error,third-party caused,,
304,8/24/2018,2018,8,24,12:01:38 AM,0,1,39.20293,-121.2766,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,100087099,AT&T,21000,Conductor,Overhead,Yes,8/24/2018 0:00,1:38:00,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,,,
305,8/24/2018,2018,8,24,12:05:03 AM,0,5,39.1183867,-121.015445,Vegetation,Rural,< 0.25 Acres,Fire Agency,JIM SMITH BATT CHIEF 3,100097647,Unknown,12000,Conductor,Overhead,Yes,8/24/2018 0:00,5:03:00,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,third-party caused,,
306,8/25/2018,2018,8,25,12:17:15 AM,0,17,40.57299,-122.23861,Vegetation,Rural,< 0.25 Acres,Fire Agency,BRIAN NOEL     (530)448-2411,101472424,Frontier,12000,Conductor,Overhead,Yes,8/25/2018 0:00,17:15:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
307,8/26/2018,2018,8,26,12:15:29 AM,0,15,39.3599,-121.1209,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Unknown,100107472,Unknown,12000,Conductor,Overhead,Yes,8/26/2018 0:00,15:29:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
308,8/26/2018,2018,8,26,12:16:50 AM,0,16,39.75851,-123.2359,Vegetation,Rural,< 0.25 Acres,Fire Agency,HOWARD FOREST,102183272,Verizon,12000,Conductor,Overhead,Yes,8/26/2018 0:00,16:50:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
309,8/27/2018,2018,8,27,12:05:54 AM,0,5,36.78654,-119.52214,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,100798371,Unknown,12000,Conductor,Overhead,Yes,8/27/2018 0:00,5:54:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
310,8/27/2018,2018,8,27,12:13:56 AM,0,13,37.01266,-121.60258,Vegetation,Urban,< 0.25 Acres,Unknown,N.A. ,103918532,Verizon,21000,Conductor,Overhead,Yes,8/27/2018 0:00,13:56:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
311,8/27/2018,2018,8,27,12:16:45 AM,0,16,36.748882,-119.747139,Vegetation,Urban,< 0.25 Acres,Unknown,N.A. ,100845137,Unknown,0 – 750,Conductor,Overhead,Yes,8/27/2018 0:00,16:45:00,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
312,8/28/2018,2018,8,28,12:02:00 AM,0,2,36.564536,-119.605964,Vegetation,Urban,< 0.25 Acres,Fire Agency,Unknown,100864815,AT&T,12000,Conductor,Overhead,Yes,8/28/2018 0:00,2:00:00,Unknown,N.A.,N.A.,N.A.,Unknown,,,
313,8/28/2018,2018,8,28,12:12:50 AM,0,12,40.21391,-123.5966,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,100994840,Unknown,12000,Conductor,Overhead,Yes,8/28/2018 0:00,12:50:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
314,8/28/2018,2018,8,28,12:16:14 AM,0,16,39.2284267,-123.1995483,Vegetation,Rural,< 0.25 Acres,Fire Agency,howard forest,102174042,AT&T,12000,Conductor,Overhead,Yes,8/28/2018 0:00,16:14:00,Contact From Object,N.A.,Vehicle,Electric Facility,Human Error,third-party caused,,
315,8/29/2018,2018,8,29,12:16:19 AM,0,16,38.77321,-121.43101,Vegetation,Rural,< 0.25 Acres,Unknown,N.A. ,103918537,Unknown,12000,Conductor,Overhead,Yes,8/29/2018 0:00,16:19:00,Equipment/ Facility Failure,Fuse,N.A.,N.A.,Unknown,,,
316,8/30/2018,2018,8,30,12:15:38 AM,0,15,38.25442,-122.57541,Vegetation,Rural,.26 - 9.99 Acres,Unknown,N.A. ,101990006,Unknown,12000,Conductor,Overhead,Yes,8/30/2018 0:00,15:38:00,Contact From Object,N.A.,Vehicle,Pole,Human Error,third-party caused,,
317,8/31/2018,2018,8,31,12:05:07 AM,0,5,36.7875267,-119.6551583,Vegetation,Rural,< 0.25 Acres,Fire Agency,CLOVIS F.D.,103281648,None,12000,Conductor,Overhead,Yes,8/31/2018 0:00,5:07:00,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
318,8/31/2018,2018,8,31,12:12:30 AM,0,12,37.99166,-121.34775,Vegetation,Urban,< 0.25 Acres,Unknown,N.A. ,103193823,Unknown,21000,Conductor,Overhead,Yes,8/31/2018 0:00,12:30:00,Equipment/ Facility Failure,Crossarm,N.A.,N.A.,Unknown,,,
319,8/31/2018,2018,8,31,12:13:02 AM,0,13,40.4775,-122.4847,Vegetation,Rural,< 0.25 Acres,Fire Agency,Unknown,103918932,Unknown,12000,Conductor,Overhead,Yes,8/31/2018 0:00,13:02:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
320,8/31/2018,2018,8,31,12:18:04 AM,0,18,39.5785,-123.384195,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,102196393,Unknown,12000,Conductor,Overhead,Yes,8/31/2018 0:00,18:04:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
321,8/31/2018,2018,8,31,12:18:09 AM,0,18,37.0548,-122.0472,Vegetation,Urban,< 0.25 Acres,Fire Agency,CAL FIRE,101803212,Unknown,21000,Conductor,Overhead,Yes,8/31/2018 0:00,18:09:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
322,9/1/2018,2018,9,1,12:14:25 AM,0,14,36.80878,-121.591565,Vegetation,Rural,10 - 99 Acres,Fire Agency,CAL FIRE,Twr 35/222,None,115000,Conductor,Overhead,Yes,9/1/2018 0:00,14:25:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
323,9/2/2018,2018,9,2,12:15:36 AM,0,15,37.471398,-122.424761,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Arie Delay 659-740-4636,103808872,Unknown,12000,Capacitor Bank,Overhead,Yes,9/2/2018 0:00,15:36:00,Equipment/ Facility Failure,Capacitor Bank,N.A.,N.A.,Unknown,,,
324,9/2/2018,2018,9,2,12:16:11 AM,0,16,37.265263,-121.805079,Vegetation,Urban,< 3 meters,Unknown,N.A. ,103436542,Unknown,0 – 750,Conductor,Overhead,Yes,9/2/2018 0:00,16:11:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
325,9/2/2018,2018,9,2,12:23:18 AM,0,23,37.79415,-121.57733,Vegetation,Rural,< 0.25 Acres,Unknown,N.A. ,102051470,Unknown,12000,Conductor,Overhead,Yes,9/2/2018 0:00,23:18:00,Contact From Object,N.A.,Vehicle,Electric Facility,Human Error,third-party caused,,
326,9/3/2018,2018,9,3,12:12:00 AM,0,12,38.918125,-121.54354,Vegetation,Rural,.26 - 9.99 Acres,Unknown,N.A. ,Str. 017/369,None,60000,Conductor,Overhead,Yes,9/3/2018 0:00,12:00:00,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
327,9/3/2018,2018,9,3,12:18:29 AM,0,18,39.4547317,-121.4954567,Vegetation,Rural,< 0.25 Acres,Unknown,N.A. ,100395672,Unknown,12000,Conductor,Overhead,Yes,9/3/2018 0:00,18:29:00,Unknown,N.A.,N.A.,N.A.,Unknown,,,
328,9/5/2018,2018,9,5,12:11:39 AM,0,11,38.9970361,-121.5426852,Vegetation,Rural,.26 - 9.99 Acres,Unknown,N.A. ,101331539,Unknown,21000,Conductor,Overhead,Yes,9/5/2018 0:00,11:39:00,Contact From Object,N.A.,Other,Electric Facility,Human Error,third-party caused,,
329,9/5/2018,2018,9,5,12:16:55 AM,0,16,37.4655433,-119.90052,Vegetation,Rural,< 0.25 Acres,Fire Agency,JON BERRY 209-966-4700,101087053,Unknown,21000,Conductor,Overhead,Yes,9/5/2018 0:00,16:55:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
